筆期,號碼,,,
0161BAA102,20,,,
0161BAA103,20,,,
0161BAA104,20,,,
0161BAA105,19,,,
0161BAA106,19,,,
0161BAA107,19,,,
0161BAA108,19,,,
0161BAA109,19,,,
0161BAA110,18,,,
0162AAA101,23,,,
0162AAA102,23,,,
0162AAA103,23,,,
0162AAA104,23,,,
0162AAA105,22,,,
0162AAA106,22,,,
0162AAA107,21,,,
0162AAA108,21,,,
0162BAA101,21,,,
0162BAA102,20,,,
0162BAA103,20,,,
0162BAA104,20,,,
0162BAA105,21,,,
0162BAA106,21,,,
0162BAA107,20,,,
0162BAA108,20,,,
0163AAA101,22,,,
0163AAA102,22,,,
0163AAA103,21,,,
0163AAA104,19,,,
0163AAA105,20,,,
0163AAA106,20,,,
0163AAA107,19,,,
0163BAA101,28,,,
0163BAA102,27,,,
0163BAA103,27,,,
0164AAA101,22,,,
0164AAA102,20,,,
0164AAA103,23,,,
0164BAA101,25,,,
0164BAA102,24,,,
0165AAA101,21,,,
0165AAA102,21,,,
0165AAA103,21,,,
0165BAA101,17,,,
0165BAA102,17,,,
0166AAA101,20,,,
0166AAA102,20,,,
0166AAA103,20,,,
0166BAA101,22,,,
0166BAA102,20,,,
0166BAA103,20,,,
0167AAA101,20,,,
0167AAA102,20,,,
0167AAA103,19,,,
0167AAA104,20,,,
0167AAA105,20,,,
0167BAA101,28,,,
0167BAA102,27,,,
0168AAA101,18,,,
0168AAA102,18,,,
0168AAA103,18,,,
0168AAA104,18,,,
0168BAA101,21,,,
0168BAA102,20,,,
0168BAA103,20,,,
0168BAA104,20,,,
0169AAA101,25,,,
0169AAA102,26,,,
0169AAA103,26,,,
0169BAA101,19,,,
0169BAA102,21,,,
0169BAA103,19,,,
0170AAA101,25,,,
0170AAA102,25,,,
0170AAA103,24,,,
0170BAA101,23,,,
0170BAA102,23,,,
0170BAA103,22,,,
0170BAA104,22,,,
0170BAA105,23,,,
0170BAA106,22,,,
0170BAA107,22,,,
0170BAA108,23,,,
0171AAA101,20,,,
0171AAA102,20,,,
0171AAA103,20,,,
0171AAA104,20,,,
0171AAA105,25,,,
0171AAA106,25,,,
0171AAA107,25,,,
0171BAA101,22,,,
0171BAA102,22,,,
0171BAA103,22,,,
0171BAA104,21,,,
0171BAA105,20,,,
0171BAA106,22,,,
0171BAA107,22,,,
0172AAA101,22,,,
0172AAA102,24,,,
0172AAA103,24,,,
0172AAA104,24,,,
0172BAA101,25,,,
0172BAA102,25,,,
0172BAA103,25,,,
0173AAA101,24,,,
0173AAA102,25,,,
0173AAA103,25,,,
0173BAA101,24,,,
0173BAA102,24,,,
0173BAA103,24,,,
0174AAA101,26,,,
0174AAA102,25,,,
0174BAA101,25,,,
0174BAA102,26,,,
0175AAA101,27,,,
0175AAA102,25,,,
0175BAA101,19,,,
0175BAA102,18,,,
0175BAA103,18,,,
0176AAA101,23,,,
0176AAA102,22,,,
0176BAA101,29,,,
0176BAA102,29,,,
0177AAA101,22,,,
0177AAA102,23,,,
0177AAA103,22,,,
0177AAA104,23,,,
0177BAA101,28,,,
0177BAA102,27,,,
0178AAA101,22,,,
0178AAA102,22,,,
0178AAA103,23,,,
0178BAA101,29,,,
0178BAA102,29,,,
0179AAA101,20,,,
0179AAA102,20,,,
0179AAA103,21,,,
0179BAA101,24,,,
0179BAA102,24,,,
0179BAA103,24,,,
0179BAA104,24,,,
0180AAA101,23,,,
0180AAA102,23,,,
0180AAA103,23,,,
0180AAA104,22,,,
0180AAA105,23,,,
0180AAA106,23,,,
0180AAA107,22,,,
0180AAA108,23,,,
0180BAA101,22,,,
0180BAA102,22,,,
0180BAA103,22,,,
0180BAA104,23,,,
0180BAA105,23,,,
0180BAA106,23,,,
0180BAA107,24,,,
0181AAA101,22,,,
0181AAA102,23,,,
0181AAA103,23,,,
0181AAA104,22,,,
0181AAA105,20,,,
0181AAA106,21,,,
0181AAA107,21,,,
0181AAA108,21,,,
0181BAA101,18,,,
0181BAA102,18,,,
0181BAA103,19,,,
0181BAA104,19,,,
0181BAA105,19,,,
0181BAA106,19,,,
0181BAA107,19,,,
0182AAA101,22,,,
0182AAA102,22,,,
0182AAA103,22,,,
0182AAA104,23,,,
0182BAA101,20,,,
0182BAA102,20,,,
0182BAA103,19,,,
0182BAA104,19,,,
0183AAA101,23,,,
0183AAA102,22,,,
0183AAA103,23,,,
0183AAA104,22,,,
0183BAA101,23,,,
0183BAA102,22,,,
0183BAA103,21,,,
0184AAA101,23,,,
0184AAA102,23,,,
0184BAA101,26,,,
0184BAA102,26,,,
0185AAA101,21,,,
0185AAA102,21,,,
0185AAA103,20,,,
0185BAA101,24,,,
0185BAA102,24,,,
0185BAA103,23,,,
0186AAA101,24,,,
0186AAA102,23,,,
0186BAA101,21,,,
0186BAA102,20,,,
0186BAA103,20,,,
0187AAA101,23,,,
0187AAA102,23,,,
0187AAA103,22,,,
0187BAA101,24,,,
0187BAA102,24,,,
0187BAA103,23,,,
0188AAA101,22,,,
0188AAA102,22,,,
0188AAA103,22,,,
0188BAA101,26,,,
0188BAA102,25,,,
0188BAA103,25,,,
0189AAA101,22,,,
0189AAA102,22,,,
0189AAA103,22,,,
0189BAA101,23,,,
0189BAA102,22,,,
0189BAA103,22,,,
0189BAA104,21,,,
0190AAA101,23,,,
0190AAA102,22,,,
0190AAA103,23,,,
0190AAA104,22,,,
0190AAA105,21,,,
0190BAA101,21,,,
0190BAA102,20,,,
0190BAA103,21,,,
0190BAA104,20,,,
0190BAA105,22,,,
0190BAA106,22,,,
0190BAA107,21,,,
0191AAA101,24,,,
0191AAA102,24,,,
0191AAA103,24,,,
0191AAA104,23,,,
0191AAA105,23,,,
0191AAA106,23,,,
0191AAA107,22,,,
0191AAA108,22,,,
0191BAA101,20,,,
0191BAA102,20,,,
0191BAA103,21,,,
0191BAA104,22,,,
0191BAA105,21,,,
0191BAA106,20,,,
0191BAA107,20,,,
0192AAA101,29,,,
0192AAA102,29,,,
0193AAA101,20,,,
0193AAA102,21,,,
0193BAA101,21,,,
0193BAA102,21,,,
0194AAA101,26,,,
0194AAA102,27,,,
0194BAA101,20,,,
0194BAA102,20,,,
0194BAA103,19,,,
0195AAA101,20,,,
0195AAA102,20,,,
0195AAA103,19,,,
0195BAA101,23,,,
0195BAA102,22,,,
0195BAA103,23,,,
0196AAA101,26,,,
0196AAA102,25,,,
0196AAA103,25,,,
0196BAA101,20,,,
0196BAA102,20,,,
0196BAA103,20,,,
0197AAA101,30,,,
0197BAA101,21,,,
0197BAA102,20,,,
0197BAA103,20,,,
0198AAA101,22,,,
0198AAA102,20,,,
0198AAA103,20,,,
0198BAA101,21,,,
0198BAA102,21,,,
0198BAA103,21,,,
0199AAA101,22,,,
0199AAA102,22,,,
0199AAA103,21,,,
0199BAA101,21,,,
0199BAA102,22,,,
0199BAA103,23,,,
0200AAA101,19,,,
0200AAA102,19,,,
0200AAA103,19,,,
0200AAA104,19,,,
0200BAA101,22,,,
0200BAA102,22,,,
0200BAA103,20,,,
0200BAA104,20,,,
0201AAA101,19,,,
0201AAA102,19,,,
0201AAA103,19,,,
0201AAA104,19,,,
0201AAA105,20,,,
0201AAA106,19,,,
0201AAA107,20,,,
0201BAA101,23,,,
0201BAA102,23,,,
0201BAA103,23,,,
0201BAA104,24,,,
0201BAA105,18,,,
0201BAA106,18,,,
0201BAA107,20,,,
0202AAA101,23,,,
0202AAA102,23,,,
0202AAA103,23,,,
0202AAA104,20,,,
0202AAA105,20,,,
0202AAA106,21,,,
0202BAA101,24,,,
0202BAA102,24,,,
0202BAA103,23,,,
0202BAA104,23,,,
0203AAA101,23,,,
0203AAA102,23,,,
0203AAA103,26,,,
0203BAA101,25,,,
0203BAA102,26,,,
0204AAA101,24,,,
0204AAA102,23,,,
